Title,year,Director,Writer,imdbID,Bechdel Score,dubious,year submitted,decade,Rated,imdbVotes,imdbRating,Genre
A Midsummer Night&#39;s Dream,1999,Michael Hoffman,"William Shakespeare, Michael Hoffman",140379,2,0.0,2010,1990,PG-13,26576,6.4,"Comedy, Fantasy, Romance"
"Boondock Saints, The",1999,Troy Duffy,Troy Duffy,144117,0,0.0,2010,1990,R,246248,7.7,"Action, Crime, Thriller"
Double Jeopardy,1999,Bruce Beresford,"David Weisberg, Douglas Cook",150377,3,0.0,2020,1990,R,92584,6.5,"Crime, Drama, Mystery"
2 seconds,1998,Manon Briand,Manon Briand,158446,3,0.0,2017,1990,N/A,558,6.6,"Comedy, Drama, Romance"
"Virgin Suicides, The",1999,Sofia Coppola,"Jeffrey Eugenides, Sofia Coppola",159097,3,0.0,2014,1990,R,164014,7.2,"Drama, Romance"
Get Real,1998,Simon Shore,Patrick Wilde,162973,2,0.0,2011,1990,R,14524,7.5,"Comedy, Drama, Romance"
Bless the Child,2000,Chuck Russell,"Cathy Cash Spellman, Thomas Rickman, Clifford Green",163983,2,0.0,2017,2000,R,15171,5.1,"Crime, Drama, Horror"
East Is East,1999,Damien O'Donnell,Ayub Khan-Din,166175,3,1.0,2018,1990,R,19804,6.9,"Comedy, Drama"
La principessa e il povero,1997,Lamberto Bava,Gianni Romoli,178844,3,1.0,2013,1990,N/A,299,6.2,Fantasy
Family guy,1999,N/A,"Seth MacFarlane, David Zuckerman",182576,3,0.0,2016,1990,TV-MA,355961,8.2,"Animation, Comedy"
Little Nicky,2000,Steven Brill,"Tim Herlihy, Adam Sandler, Steven Brill",185431,1,0.0,2012,2000,PG-13,110295,5.3,"Comedy, Fantasy"
Gone in Sixty Seconds,2000,Dominic Sena,"H.B. Halicki, Scott Rosenberg",187078,1,0.0,2011,2000,PG-13,289203,6.5,"Action, Crime, Thriller"
28 Days,2000,Betty Thomas,Susannah Grant,191754,3,0.0,2010,2000,PG-13,53107,6.1,"Comedy, Drama"
Erin Brockovich,2000,Steven Soderbergh,Susannah Grant,195685,3,0.0,2009,2000,R,212313,7.4,"Biography, Drama"
Next Friday,2000,Steve Carr,"Ice Cube, DJ Pooh",195945,2,0.0,2017,2000,R,43086,6.1,Comedy
Aristocrats,1999,N/A,N/A,204082,3,0.0,2016,1990,TV-14,1705,7.3,"Drama, History"
"Wedding Planner, The",2001,Adam Shankman,"Pamela Falk, Michael Ellis",209475,3,0.0,2010,2000,PG-13,84757,5.3,"Comedy, Romance"
Center Stage,2000,Nicholas Hytner,Carol Heikkinen,210616,3,0.0,2010,2000,PG-13,22471,6.7,"Drama, Music, Romance"
Parasakthi,1952,"R. Krishnan, S. Panju",M. Karunanidhi,215033,2,0.0,2021,1950,Not Rated,333,7.4,Drama
Unbreakable,2000,M. Night Shyamalan,M. Night Shyamalan,217869,0,0.0,2010,2000,PG-13,432684,7.3,"Drama, Mystery, Sci-Fi"
Best in Show,2000,Christopher Guest,"Christopher Guest, Eugene Levy",218839,3,0.0,2010,2000,PG-13,65394,7.4,Comedy
Dr. Dolittle 2,2001,Steve Carr,"Hugh Lofting, Larry Levin",240462,3,0.0,2012,2000,PG,46707,4.7,"Comedy, Family, Fantasy"
Boxing,1892,N/A,N/A,241266,0,0.0,2021,1890,N/A,240,5.1,"Short, Sport"
Yi Yi,2000,Edward Yang,Edward Yang,244316,3,0.0,2021,2000,Not Rated,27236,8.1,"Drama, Romance"
Spirited Away,2001,Hayao Miyazaki,Hayao Miyazaki,245429,3,0.0,2010,2000,PG,812319,8.6,"Animation, Adventure, Family"
Super Troopers,2001,Jay Chandrasekhar,"Jay Chandrasekhar, Kevin Heffernan, Steve Lemme",247745,1,0.0,2010,2000,R,110371,7.0,"Comedy, Crime, Mystery"
El zoo d&#39;en Pitus,2000,Mireia Ros,"Juli Carrera, Òscar Gràcia, Maria Inziarte",247840,3,1.0,2023,2000,N/A,12,5.2,Drama
Old School,2000,Kader Ayd,"Karim Abbou, Kader Ayd, Emanuel Booz",248254,1,0.0,2019,2000,N/A,144,3.4,"Comedy, Crime"
"Sweetest Thing, The",2002,Roger Kumble,Nancy M. Pimental,253867,3,0.0,2012,2000,R,61323,5.2,"Comedy, Romance"
About Schmidt,2002,Alexander Payne,"Louis Begley, Alexander Payne, Jim Taylor",257360,1,0.0,2012,2000,R,131657,7.2,Drama
Explosion of a Motor Car (a.k.a The Dlights of Automobiling),1900,Cecil M. Hepworth,N/A,257654,0,0.0,2013,1900,Not Rated,955,6.3,"Short, Comedy"
Tremors 3: Back to Perfection,2001,Brent Maddock,"S.S. Wilson (story), Brent Maddock (story), Nancy Roberts (story), John Whelpley (teleplay)",259685,3,0.0,2017,2000,PG,16753,5.3,"Action, Comedy, Horror, Sci-Fi, Thriller"
Kissing Jessica Stein,2001,Charles Herman-Wurmfeld,"Heather Juergensen, Jennifer Westfeldt",264761,3,0.0,2010,2000,R,17297,6.6,"Comedy, Drama, Romance"
One Hour Photo,2002,Mark Romanek,Mark Romanek,265459,1,0.0,2015,2000,R,129305,6.8,"Drama, Thriller"
Recess: School&#39;s Out,2001,Chuck Sheetz,"Paul Germain, Joe Ansolabehere, Jonathan Greenberg",265632,3,0.0,2016,2000,G,11368,6.5,"Animation, Adventure, Comedy"
Read My Lips,2001,Jacques Audiard,"Jacques Audiard, Tonino Benacquista",274117,3,1.0,2013,2000,R,16236,7.3,"Crime, Drama, Romance"
Le fate ignoranti,2001,Ferzan Özpetek,"Gianni Romoli, Ferzan Özpetek",274497,3,0.0,2013,2000,R,9748,7.3,"Drama, Romance"
Below,2002,David Twohy,"Lucas Sussman, Darren Aronofsky, David Twohy",276816,0,0.0,2014,2000,R,23708,6.1,"Action, Horror, Mystery"
We Were Soldiers,2002,Randall Wallace,"Harold G. Moore, Joseph Lee Galloway, Randall Wallace",277434,3,0.0,2013,2000,R,148344,7.1,"Action, Drama, History"
"Importance of Being Earnest, The",2002,Oliver Parker,"Oscar Wilde, Oliver Parker",278500,3,0.0,2010,2000,PG,24374,6.8,"Comedy, Drama, Romance"
Mulan II,2004,"Darrell Rooney, Lynne Southerland","Michael Lucker (screenplay), Chris Parker (screenplay), Roger S.H. Schulman (screenplay)",279967,3,0.0,2010,2000,G,23817,5.7,"Animation, Action, Comedy, Family, Musical"
Femme Fatale,2002,Brian De Palma,Brian De Palma,280665,3,0.0,2018,2000,R,37071,6.2,"Crime, Drama, Mystery"
Fear X,2003,Nicolas Winding Refn,"Nicolas Winding Refn, Hubert Selby Jr.",289944,1,0.0,2015,2000,PG-13,8115,6.0,Thriller
Embrassez qui vous voudrez,2002,Michel Blanc,"Michel Blanc, Joseph Connolly",290916,3,0.0,2016,2000,N/A,2552,6.5,"Comedy, Drama, Romance"
Friday After Next,2002,Marcus Raboy,"Ice Cube, DJ Pooh",293815,2,0.0,2017,2000,R,29317,5.8,"Comedy, Drama"
Koroshiya 1,2001,Takashi Miike,"Sakichi Sato, Hideo Yamamoto",296042,1,0.0,2020,2000,R,58839,7.0,"Action, Crime, Drama"
Cabin Fever,2002,Eli Roth,"Eli Roth, Randy Pearlstein",303816,3,0.0,2011,2000,R,81836,5.6,Horror
A mi madre le gustan las mujeres,2002,"Daniela Fejerman, Inés París","Daniela Fejerman, Inés París",306432,3,0.0,2017,2000,N/A,1649,6.2,"Comedy, Drama"
Jesus Christ Vampire Hunter,2001,Lee Demarbre,Ian Driscoll,311361,1,0.0,2020,2000,R,4525,4.9,"Action, Comedy, Horror"
Taxi,2004,Tim Story,"Luc Besson, Robert Ben Garant, Thomas Lennon",316732,3,0.0,2013,2000,PG-13,44216,4.5,"Action, Comedy, Crime"
Sylvia,2003,Christine Jeffs,John Brownlow,325055,3,1.0,2020,2000,R,11137,6.3,"Biography, Drama, Romance"
An Unexpected Love,2003,Lee Rose,Lee Rose,329679,3,0.0,2014,2000,TV-14,923,5.9,Drama
Girl with a Pearl Earring,2003,Peter Webber,"Tracy Chevalier, Olivia Hetreed",335119,3,0.0,2011,2000,PG-13,81314,6.9,"Biography, Drama, Romance"
A Very Long Engagement,2004,Jean-Pierre Jeunet,"Sébastien Japrisot, Jean-Pierre Jeunet, Guillaume Laurant",344510,3,0.0,2010,2000,R,75216,7.6,"Drama, Mystery, Romance"
"SpongeBob SquarePants Movie, The",2004,"Stephen Hillenburg, Mark Osborne","Derek Drymon, Tim Hill, Stephen Hillenburg",345950,3,0.0,2017,2000,PG,98960,7.1,"Animation, Adventure, Comedy"
"Best of Youth, The",2003,Marco Tullio Giordana,"Sandro Petraglia, Stefano Rulli",346336,3,0.0,2010,2000,R,22838,8.5,"Drama, Romance"
Dead Like Me,2003,N/A,Bryan Fuller,348913,3,0.0,2011,2000,TV-14,43234,8.1,"Comedy, Drama, Fantasy"
Die You Zombie Bastards!,2005,Caleb Emerson,"Haig Demarjian, Caleb Emerson",349349,1,0.0,2014,2000,Not Rated,736,4.2,"Comedy, Fantasy, Horror"
"Blind Swordsman: Zatoichi, The",2003,Takeshi Kitano,"Takeshi Kitano, Kan Shimozawa",363226,2,0.0,2010,2000,R,50942,7.5,"Action, Comedy, Crime"
Elephant,2003,Gus Van Sant,Gus Van Sant,363589,3,0.0,2014,2000,R,95527,7.1,"Crime, Drama, Thriller"
A Dirty Shame,2004,John Waters,John Waters,365125,3,0.0,2010,2000,NC-17,13379,5.1,Comedy
Soul Plane,2004,Jessy Terrero,"Bo Zenga, Chuck Wilson",367085,3,0.0,2020,2000,R,24022,4.5,Comedy
Charlie and the Chocolate Factory,2005,Tim Burton,"Roald Dahl, John August",367594,3,0.0,2011,2000,PG,506958,6.7,"Adventure, Comedy, Family"
D.E.B.S.,2004,Angela Robinson,Angela Robinson,367631,3,0.0,2009,2000,PG-13,17273,5.4,"Action, Comedy, Romance"
Indiana Jones and the Kingdom of the Crystal Skull,2008,Steven Spielberg,"David Koepp, George Lucas, Jeff Nathanson",367882,1,0.0,2010,2000,PG-13,481862,6.2,"Action, Adventure"
Four Christmases,2008,Seth Gordon,"Matt Allen, Caleb Wilson, Jon Lucas",369436,3,0.0,2010,2000,PG-13,76629,5.7,"Comedy, Drama, Romance"
A Love Song for Bobby Long,2004,Shainee Gabel,"Ronald Everett Capps, Shainee Gabel",369672,3,0.0,2012,2000,R,26912,7.1,Drama
"Woods, The",2006,Lucky McKee,David Ross,380066,3,0.0,2010,2000,R,12077,5.6,"Horror, Mystery"
My Summer of Love,2004,Pawel Pawlikowski,"Helen Cross, Pawel Pawlikowski, Michael Wynne",382189,3,0.0,2011,2000,R,21406,6.7,"Drama, Romance"
Dark Water,2005,Walter Salles,"Kôji Suzuki, Hideo Nakata, Takashige Ichise",382628,3,0.0,2011,2000,PG-13,64744,5.6,"Drama, Horror, Mystery"
"Spirit of Jeet Kune Do, The",2004,Ha Yoo,Ha Yoo,390205,1,0.0,2012,2000,Not Rated,2717,7.4,"Action, Drama, History"
North Country,2005,Niki Caro,"Michael Seitzman, Clara Bingham, Laura Leedy",395972,3,0.0,2010,2000,R,44353,7.3,Drama
Appleseed,2004,Shinji Aramaki,"Shirow Masamune, Haruka Handa, Tsutomu Kamishiro",401233,3,0.0,2010,2000,R,18419,6.9,"Animation, Action, Adventure"
Das Leben Der Anderen,2006,Florian Henckel von Donnersmarck,Florian Henckel von Donnersmarck,405094,0,0.0,2010,2000,R,402513,8.4,"Drama, Mystery, Thriller"
Kids in America,2005,Josh Stolberg,"Andrew Shaifer, Josh Stolberg",408961,3,0.0,2013,2000,PG-13,2776,5.6,Comedy
Grey&#39;s Anatomy,2005,N/A,Shonda Rhimes,413573,0,1.0,2016,2000,TV-14,330863,7.6,"Drama, Romance"
300,2006,Zack Snyder,"Zack Snyder, Kurt Johnstad, Michael B. Gordon",416449,0,0.0,2010,2000,R,847207,7.6,"Action, Drama"
Idlewild,2006,Bryan Barber,Bryan Barber,417225,3,0.0,2012,2000,R,5690,6.1,"Crime, Drama, Musical"
"Three Burials of Melquiades Estrada, The",2005,Tommy Lee Jones,Guillermo Arriaga,419294,3,0.0,2013,2000,R,41479,7.3,"Adventure, Crime, Drama"
"Kite Runner, The",2007,Marc Forster,"David Benioff, Khaled Hosseini",419887,0,1.0,2010,2000,PG-13,81848,7.6,Drama
"Lookout, The",2007,Scott Frank,Scott Frank,427470,3,0.0,2010,2000,R,60126,7.0,"Crime, Drama, Thriller"
Four Brothers,2005,John Singleton,"David Elliot, Paul Lovett",430105,1,0.0,2017,2000,R,153464,6.8,"Action, Crime, Drama"
Resident Evil: Extinction,2007,Russell Mulcahy,Paul W.S. Anderson,432021,3,0.0,2008,2000,R,202192,6.2,"Action, Horror, Sci-Fi"
Keith,2008,Todd Kessler,"David Zabel, Todd Kessler, Ron Carlson",435679,3,0.0,2015,2000,PG-13,37112,7.4,"Drama, Romance"
Sunshine,2007,Danny Boyle,Alex Garland,448134,1,0.0,2009,2000,R,261294,7.2,"Sci-Fi, Thriller"
"Hills Have Eyes, The",2006,Alexandre Aja,"Wes Craven, Alexandre Aja, Grégory Levasseur",454841,3,0.0,2016,2000,R,179532,6.4,"Horror, Thriller"
"Orphanage, The",2007,J.A. Bayona,Sergio G. Sánchez,464141,3,0.0,2010,2000,R,161212,7.4,"Drama, Horror, Mystery"
Nana,2005,Kentarô Ohtani,"Ai Yazawa, Taeko Asano, Kentarô Ohtani",471834,3,0.0,2011,2000,Not Rated,3929,7.0,"Drama, Music, Romance"
"Brave One, The",2007,Neil Jordan,"Roderick Taylor, Bruce A. Taylor, Cynthia Mort",476964,3,0.0,2008,2000,R,62557,6.7,"Action, Crime, Drama"
Billy Edwards and the Unknown,1895,William K.L. Dickson,N/A,477266,0,0.0,2021,1890,Not Rated,344,4.5,"Short, Sport"
Peliculas para no dormir: Para entrar a vivir,2006,Jaume Balagueró,"Jaume Balagueró, Alberto Marini",477311,3,1.0,2016,2000,Not Rated,2951,6.2,"Horror, Thriller"
Timecrimes,2007,Nacho Vigalondo,Nacho Vigalondo,480669,0,0.0,2012,2000,R,67193,7.1,"Horror, Mystery, Sci-Fi"
Kamome Diner,2006,Naoko Ogigami,"Yôko Mure, Naoko Ogigami",483022,3,0.0,2014,2000,N/A,2641,7.2,"Comedy, Drama"
Fly Me to the Moon,2008,"Ben Stassen, Mimi Maynard",Domonic Paris,486321,0,0.0,2013,2000,G,4711,4.5,"Animation, Adventure, Family"
Away from Her,2006,Sarah Polley,"Sarah Polley, Alice Munro",491747,3,0.0,2020,2000,PG-13,22843,7.5,Drama
"Skeptic, The",2009,Tennyson Bardwell,Tennyson Bardwell,493451,1,0.0,2013,2000,Not Rated,4357,5.6,"Horror, Thriller"
Eagle vs Shark,2007,Taika Waititi,"Loren Taylor, Taika Waititi",494222,3,0.0,2011,2000,R,25818,6.7,"Comedy, Romance"
"I&#39;m a Cyborg, But That&#39;s OK",2006,Park Chan-wook,"Park Chan-wook, Chung Seo-kyung",497137,3,0.0,2011,2000,Not Rated,25469,7.0,"Comedy, Drama, Romance"
If I Had Known I Was a Genius,2007,Dominique Wirtschafter,Markus Redmond,758753,2,1.0,2012,2000,R,832,4.8,"Comedy, Drama"
A Thousand Words,2012,Brian Robbins,Steve Koren,763831,2,0.0,2014,2010,PG-13,44141,5.8,"Comedy, Drama, Fantasy"
&quot;Masters of Horror&quot; Pelts,2006,Dario Argento,"Mick Garris, Matt Venne, F. Paul Wilson",779496,1,1.0,2016,2000,TV-MA,3389,6.4,Horror
Everybody&#39;s Fine,2009,Kirk Jones,"Kirk Jones, Giuseppe Tornatore, Tonino Guerra",780511,2,0.0,2011,2000,PG-13,63249,7.1,"Adventure, Drama"
Deception,2008,Marcel Langenegger,Mark Bomback,800240,1,0.0,2011,2000,R,40379,6.0,"Crime, Drama, Mystery"
Transsiberian,2008,Brad Anderson,"Brad Anderson, Will Conroy",800241,3,0.0,2012,2000,R,54178,6.6,"Crime, Drama, Mystery"
"Life Before Her Eyes, The",2007,Vadim Perelman,"Laura Kasischke, Emil Stern",815178,3,0.0,2014,2000,R,14758,6.3,"Drama, Fantasy, Mystery"
I Can&#39;t Think Straight,2008,Shamim Sarif,"Shamim Sarif, Kelly Moss",830570,3,0.0,2014,2000,PG-13,9133,6.5,"Drama, Romance"
Pet Sematary,2019,"Kevin Kölsch, Dennis Widmyer","Stephen King, Matt Greenberg, Jeff Buhler",837563,3,1.0,2019,2010,R,96121,5.7,"Horror, Mystery, Thriller"
Hoodwinked Too! Hood vs. Evil,2011,"Mike Disa, Zeljko Mitrovic","Cory Edwards, Todd Edwards, Tony Leech",844993,3,0.0,2011,2010,PG,13737,4.7,"Animation, Adventure, Comedy"
"Avengers, The",2012,Joss Whedon,"Joss Whedon, Zak Penn",848228,1,0.0,2012,2010,PG-13,1434660,8.0,"Action, Sci-Fi"
"House Bunny, The",2008,Fred Wolf,"Karen McCullah, Kirsten Smith",852713,3,0.0,2010,2000,PG-13,88144,5.5,Comedy
Times and Winds,2006,Reha Erdem,Reha Erdem,855729,3,0.0,2011,2000,Not Rated,4352,7.3,Drama
Ciao,2008,Yen Tan,"Alessandro Calza, Yen Tan",870089,0,0.0,2010,2000,R,2525,6.6,"Drama, Romance"
"Eat, Pray, Love",2010,Ryan Murphy,"Ryan Murphy, Jennifer Salt, Elizabeth Gilbert",879870,3,0.0,2010,2010,PG-13,103131,5.8,"Biography, Drama, Romance"
Legends of Oz: Dorothy&#39;s Return,2013,"Will Finn, Daniel St. Pierre","Roger S. Baum, Randi Barnes, Adam Balsam",884726,3,0.0,2014,2010,PG,6199,5.0,"Animation, Adventure, Family"
Steak,2007,Quentin Dupieux,Quentin Dupieux,889665,0,0.0,2021,2000,N/A,2740,5.9,Comedy
"City of Your Final Destination, The",2009,James Ivory,"Ruth Prawer Jhabvala, Peter Cameron",896923,3,0.0,2011,2000,PG-13,3194,6.3,"Drama, Romance"
Crossing Over,2009,Wayne Kramer,Wayne Kramer,924129,3,0.0,2011,2000,R,24244,6.7,"Crime, Drama"
Prom Night,2008,Nelson McCormick,J.S. Cardone,926129,3,0.0,2014,2000,PG-13,37590,3.9,Horror
Rain,2008,Maria Govan,Maria Govan,965440,3,0.0,2011,2000,R,170,6.6,Drama
Dear John,2010,Lasse Hallström,"Jamie Linden, Nicholas Sparks",989757,0,0.0,2011,2010,PG-13,155268,6.3,"Drama, Romance, War"
Cinderella,2021,Kay Cannon,Kay Cannon,10155932,3,1.0,2021,2020,PG,45142,4.4,"Comedy, Family, Fantasy"
Bones and All,2022,Luca Guadagnino,"David Kajganich, Camille DeAngelis",10168670,3,0.0,2023,2020,R,50581,6.8,"Drama, Horror, Romance"
Secretariat,2010,Randall Wallace,"Mike Rich, William Nack",1028576,3,0.0,2010,2010,PG,29992,7.2,"Biography, Drama, Family"
Article 15,2019,Anubhav Sinha,"Anubhav Sinha, Gaurav Solanki",10324144,1,0.0,2019,2010,Not Rated,35881,8.1,"Crime, Drama, Mystery"
All about women,2008,Hark Tsui,"Jae-young Kwak, Hark Tsui",1037146,3,0.0,2016,2000,Not Rated,507,5.2,"Comedy, Romance"
"Proposal, The",2009,Anne Fletcher,Peter Chiarelli,1041829,2,0.0,2010,2000,PG-13,346449,6.7,"Comedy, Drama, Romance"
Appleseed Saga: Ex Machina,2007,Shinji Aramaki,"Shirow Masamune, Kiyoto Takeuchi, Todd Weinger",1043842,3,0.0,2010,2000,PG-13,9792,7.0,"Animation, Action, Adventure"
S&eacute;raphine,2008,Martin Provost,"Marc Abdelnour, Martin Provost",1048171,3,0.0,2011,2000,Unrated,6463,7.4,"Biography, Drama"
"World Unseen, The",2007,Shamim Sarif,Shamim Sarif,1048174,3,0.0,2010,2000,PG-13,4577,6.6,"Drama, Romance"
Silver Skates,2020,Michael Lockshin,"Mary Mapes Dodge, Roman Kantor",10525672,2,0.0,2022,2020,TV-MA,7022,7.1,"Adventure, Drama, Family"
"Invention of Lying, The",2009,"Ricky Gervais, Matthew Robinson","Ricky Gervais, Matthew Robinson",1058017,2,0.0,2009,2000,PG-13,146540,6.3,"Comedy, Fantasy, Romance"
Ink,2009,Jamin Winans,Jamin Winans,1071804,3,0.0,2011,2000,Not Rated,22205,6.8,"Action, Drama, Fantasy"
Dark Shadows,2012,Tim Burton,"Seth Grahame-Smith, John August, Dan Curtis",1077368,3,0.0,2012,2010,PG-13,275771,6.2,"Comedy, Family, Fantasy"
Blended,2014,Frank Coraci,"Ivan Menchell, Clare Sera",1086772,3,0.0,2014,2010,PG-13,140031,6.5,"Comedy, Romance"
"Informant!, The",2009,Steven Soderbergh,"Scott Z. Burns, Kurt Eichenwald",1130080,1,0.0,2010,2000,R,66545,6.5,"Biography, Comedy, Crime"
"Colony, The",2013,Jeff Renfroe,"Jeff Renfroe, Svet Rouskov, Patrick Tarr",1160996,1,0.0,2013,2010,Not Rated,46612,5.3,"Action, Horror, Sci-Fi"
"Man From Toronto, The",2022,Patrick Hughes,"Robbie Fox, Chris Bremner, Jason Blumenthal",11671006,2,0.0,2022,2020,PG-13,56748,5.8,"Action, Adventure, Comedy"
"House of the Devil, The",2009,Ti West,Ti West,1172994,3,0.0,2010,2000,R,50031,6.3,"Horror, Mystery"
"Bourne Legacy, The",2012,Tony Gilroy,"Tony Gilroy, Dan Gilroy, Robert Ludlum",1194173,3,0.0,2012,2010,PG-13,311771,6.6,"Action, Adventure, Thriller"
Funny People,2009,Judd Apatow,Judd Apatow,1201167,1,0.0,2009,2000,R,122573,6.3,"Comedy, Drama"
Jack Ryan: Shadow Recruit,2014,Kenneth Branagh,"Adam Cozad, David Koepp, Tom Clancy",1205537,1,0.0,2014,2010,PG-13,136586,6.2,"Action, Drama, Thriller"
Rambo: Last Blood,2019,Adrian Grunberg,"Matthew Cirulnick, Sylvester Stallone, Dan Gordon",1206885,2,1.0,2019,2010,R,106373,6.1,"Action, Crime, Thriller"
Beautiful Kate,2009,Rachel Ward,"Rachel Ward, Newton Thornburg",1209377,3,0.0,2016,2000,R,4007,6.6,"Drama, Mystery"
"Lost City of Z, The",2016,James Gray,"James Gray, David Grann",1212428,1,0.0,2017,2010,PG-13,96929,6.6,"Adventure, Biography, Drama"
"Back-up Plan, The",2010,Alan Poul,Kate Angelo,1212436,3,0.0,2010,2010,PG-13,51489,5.3,"Comedy, Romance"
"Retreat, The",2020,Bruce Wemple,Bruce Wemple,12198524,0,0.0,2021,2020,N/A,979,4.3,"Horror, Mystery"
It&#39;s Complicated,2009,Nancy Meyers,Nancy Meyers,1230414,3,0.0,2010,2000,R,96766,6.5,"Comedy, Drama, Romance"
Pariah,2011,Dee Rees,Dee Rees,1233334,3,0.0,2012,2010,R,7395,7.2,Drama
"Future, The",2011,Miranda July,Miranda July,1235170,3,0.0,2011,2010,R,9035,6.1,"Drama, Fantasy, Romance"
"Tourist, The",2010,Florian Henckel von Donnersmarck,"Florian Henckel von Donnersmarck, Christopher McQuarrie, Julian Fellowes",1243957,0,0.0,2010,2010,PG-13,252391,6.0,"Action, Thriller"
Exam,2009,Stuart Hazeldine,"Stuart Hazeldine, Simon Garrity",1258197,3,0.0,2010,2000,Not Rated,122275,6.8,"Crime, Horror, Mystery"
Bullet Train,2022,David Leitch,"Zak Olkewicz, Kôtarô Isaka",12593682,1,0.0,2022,2020,R,390490,7.3,"Action, Comedy, Thriller"
Den of thieves,2018,Christian Gudegast,"Christian Gudegast, Paul T. Scheuring",1259528,2,0.0,2019,2010,R,119811,7.0,"Action, Crime, Drama"
"Happy Halloween, Scooby-Doo!",2020,Maxwell Atoms,"Maxwell Atoms, William Hanna, Joseph Barbera",12838958,3,0.0,2022,2020,Not Rated,1822,6.2,"Animation, Adventure, Comedy"
Poetry,2010,Lee Chang-dong,Lee Chang-dong,1287878,3,0.0,2010,2010,TV-PG,13106,7.8,Drama
"Housemaid, The",2010,Im Sang-soo,"Kim Ki-young, Im Sang-soo",1314652,3,0.0,2010,2010,Not Rated,12075,6.4,"Drama, Thriller"
Paper Heart,2009,Nicholas Jasenovec,"Nicholas Jasenovec, Charlyne Yi",1331064,3,0.0,2011,2000,PG-13,8538,6.0,"Comedy, Drama, Romance"
King of Devil&#39;s Island,2010,Marius Holst,"Mette M. Bølstad, Lars Saabye Christensen, Dennis Magnusson",1332134,1,0.0,2011,2010,Not Rated,19686,7.5,"Action, Drama"
Cyrus,2010,"Jay Duplass, Mark Duplass","Mark Duplass, Jay Duplass",1336617,1,0.0,2010,2010,R,36412,6.3,"Comedy, Drama, Romance"
"Bleach: Fade to Black, I Call Your Name",2008,Noriyuki Abe,"Natsuko Takahashi, Tite Kubo, Masahiro Ôkubo",1339302,3,0.0,2016,2000,TV-14,2587,7.1,"Animation, Action, Drama"
Dredd 3D,2012,Pete Travis,"John Wagner, Carlos Ezquerra, Alex Garland",1343727,3,0.0,2012,2010,R,287622,7.1,"Action, Crime, Sci-Fi"
Bring It On: Fight to the Finish,2009,Bille Woodruff,"Elena Song, Alyson Fouse",1349482,3,0.0,2010,2000,PG-13,8389,5.2,"Comedy, Sport"
X,2022,Ti West,Ti West,13560574,3,0.0,2022,2020,R,149654,6.6,"Horror, Mystery, Thriller"
"Ward, The",2010,John Carpenter,"Michael Rasmussen, Shawn Rasmussen",1369706,3,0.0,2011,2010,R,44105,5.5,"Horror, Mystery, Thriller"
Inmersi&oacute;n,2021,Nic Postiglione,"Nic Postiglione, Moisés Sepúlveda, Agustín Toscano",13845792,1,0.0,2022,2020,N/A,381,5.6,Thriller
It,2017,Andy Muschietti,"Chase Palmer, Cary Joji Fukunaga, Gary Dauberman",1396484,3,0.0,2017,2010,R,583802,7.3,Horror
Unknown,2011,Jaume Collet-Serra,"Oliver Butcher, Stephen Cornwell, Didier Van Cauwelaert",1401152,1,0.0,2015,2010,PG-13,266997,6.8,"Action, Mystery, Thriller"
"Romantics, The",2010,Galt Niederhoffer,Galt Niederhoffer,1403988,3,0.0,2011,2010,PG-13,12426,5.0,"Comedy, Drama, Romance"
Lost Persons Area,2009,Caroline Strubbe,Caroline Strubbe,1405808,1,0.0,2010,2000,Not Rated,192,5.5,Drama
Mine vaganti,2010,Ferzan Özpetek,"Ivan Cotroneo, Ferzan Özpetek",1405810,3,0.0,2014,2010,Not Rated,13162,7.2,"Comedy, Drama, Romance"
You Again,2010,Andy Fickman,Moe Jelline,1414382,3,0.0,2010,2010,PG,53702,5.7,"Comedy, Romance"
Senna,2010,Asif Kapadia,Manish Pandey,1424432,1,0.0,2011,2010,PG-13,74166,8.5,"Documentary, Biography, Sport"
Deadpool,2016,Tim Miller,"Rhett Reese, Paul Wernick",1431045,1,0.0,2016,2010,R,1089965,8.0,"Action, Comedy"
Faster,2010,George Tillman Jr.,"Tony Gayton, Joe Gayton",1433108,0,0.0,2011,2010,R,110972,6.4,"Action, Crime, Drama"
"Batman: The Long Halloween, Part Two",2021,Chris Palmer,"Jeph Loeb, Tim Sale, Tim Sheridan",14402926,1,0.0,2022,2020,R,15791,7.2,"Animation, Action, Crime"
