Title,year,Bechdel Score,dubious,imdbID,year submitted
Stranded,2001,3,1.0,283015,2016
Strange Brew,1983,1,0.0,86373,2018
Strange Cargo,1940,0,0.0,33105,2010
Strange Days,1995,3,1.0,114558,2010
Strange Magic,2015,3,0.0,4191054,2015
Strange Wilderness,2008,0,0.0,489282,2021
Strange World,2022,3,0.0,10298840,2023
Stranger Than Fiction,2006,3,0.0,420223,2009
Stranger by the Lake,2013,0,0.0,2852458,2021
Strangers in Good Company,1990,3,0.0,102993,2013
Strangers on a Train,1951,2,0.0,44079,2010
Strangers with Candy,2005,3,0.0,369994,2011
Straw Dogs,1971,1,0.0,67800,2011
Straw Dogs,2011,3,0.0,999913,2011
Stray,2019,3,0.0,6294226,2021
Street Fighter,1994,3,0.0,111301,2012
Stretch,2014,1,0.0,2494280,2016
Strictly Ballroom,1992,1,0.0,105488,2020
Strike Witches - The Movie,2012,3,0.0,2322603,2013
Stripes,1981,2,0.0,83131,2014
Striptease,1996,3,1.0,117765,2010
Stroszek,1977,0,0.0,75276,2010
Struck by Lightning,2012,3,1.0,1791614,2013
Stuart Little,1999,1,0.0,164912,2010
Stuck in Love,2012,3,0.0,2205697,2015
Stuck in the Suburbs,2004,3,0.0,410696,2020
Stupeur et Tremblements,2003,3,0.0,318725,2014
Submarine,2010,1,0.0,1440292,2011
Submarino,2010,1,0.0,1322385,2010
Suburban Girl,2007,2,0.0,428579,2021
Suburban Mayhem,2006,3,0.0,450506,2013
Suburbia,1983,3,0.0,86589,2020
Suck,2009,1,0.0,1323605,2011
Sucker Punch,2011,3,0.0,978764,2010
Suffragette,2015,3,0.0,3077214,2015
Sugar &amp; Spice,2001,3,0.0,186589,2019
Suicide Club,2001,3,0.0,312843,2012
Suicide Squad,2016,3,0.0,1386697,2016
Suicide kale,2016,3,0.0,4991906,2020
Suite francaise,2014,3,0.0,900387,2015
Sullivan&#39;s Travels,1941,3,0.0,34240,2013
Sully,2016,1,0.0,3263904,2016
Summer Holiday,1963,3,0.0,57541,2015
Summer League,2013,3,0.0,2585078,2013
Summer Magic,1963,3,0.0,57542,2013
Summer Stock,1950,3,0.0,43012,2010
Summer Wars,2009,3,0.0,1474276,2010
Summer of 85,2020,1,0.0,10457128,2021
Summer with Monika,1953,3,0.0,46345,2014
Summerland,2020,1,0.0,6841122,2020
Summertime,1955,3,0.0,48673,2014
Sun Dogs,2017,2,0.0,5665452,2020
Sun valley serenade,1941,0,0.0,34241,2019
Sunrise: A Song of Two Humans,1927,2,0.0,18455,2010
Sunset Blvd.,1950,3,0.0,43014,2009
Sunset Song,2015,3,0.0,2262161,2016
Sunset Story,2003,3,0.0,368310,2011
Sunshine on Leith,2013,3,0.0,2481198,2013
Sunshine,2007,1,0.0,448134,2009
Super 8,2011,3,0.0,1650062,2011
Super Mario Bros.,1993,3,1.0,108255,2013
Super Troopers,2001,1,0.0,247745,2010
Super,2010,1,0.0,1512235,2011
Superbad,2007,3,0.0,829482,2010
Superfast!,2015,3,0.0,2933474,2022
Supergirl,1984,3,0.0,88206,2011
Superhero Movie,2008,3,1.0,426592,2014
Superintelligence,2020,3,0.0,7178640,2020
Superman II,1980,3,1.0,81573,2013
Superman III,1983,3,0.0,86393,2013
Superman IV: The Quest for Peace,1987,3,0.0,94074,2013
Superman Returns,2006,1,1.0,348150,2013
Superman vs. The Elite,2012,2,0.0,2224455,2012
Superman,1978,1,0.0,78346,2011
Superman/Batman: Apocalypse,2010,3,0.0,1673430,2011
Supernova,2000,3,1.0,134983,2015
Supervixens,1975,2,0.0,73768,2022
Support Your Local Sheriff!,1969,1,0.0,65051,2010
Support the Girls,2018,3,0.0,6859352,2019
Supporting Characters,2012,2,0.0,1874789,2013
Surcos,1951,3,0.0,44092,2017
Surely Someday,2010,1,0.0,1450332,2012
Surfs Up,2007,1,0.0,423294,2022
Surrogates,2009,1,0.0,986263,2009
Survival Island,2005,2,0.0,377309,2021
Survival of the Dead,2009,1,0.0,1134854,2010
Surviving Evil,2009,3,0.0,804539,2013
Survivor,2015,3,0.0,3247714,2016
Sushi Girl,2012,0,0.0,1606339,2016
Suspense,1913,0,0.0,3424,2014
Suspicion,1941,3,0.0,34248,2016
Suspiria,1977,3,0.0,76786,2010
Suspiria,2018,3,0.0,1034415,2018
Sut,2008,1,0.0,1284591,2011
Suzanne&#39;s Career,1963,3,0.0,56910,2017
Suzanne,2013,3,0.0,2298416,2014
Svecenikova djeca,2013,1,0.0,2395421,2014
Swades,2004,3,0.0,367110,2014
Swallowtail Butterfly,1996,3,0.0,117797,2012
Swamp Thing,1982,2,0.0,84745,2016
Sweeney Todd: The Demon Barber of Fleet Street,2007,1,0.0,408236,2010
Sweet Bean,2015,3,0.0,4298958,2017
Sweet Dreams,1985,3,0.0,90110,2012
Sweet Girl,2021,3,0.0,10731768,2021
Sweet Home Alabama,2002,3,0.0,256415,2017
Sweet Land,2005,3,0.0,428038,2013
Sweet November,2001,1,0.0,230838,2018
Sweet Sixteen,2002,0,0.0,313670,2017
Sweet Smell of Success,1957,1,0.0,51036,2011
Sweet Sweetback&#39;s Baadasssss Song,1971,1,0.0,67810,2012
Sweet Virginia,2017,3,0.0,2582498,2018
Sweet and Lowdown,1999,1,0.0,158371,2016
Sweetheart,2021,3,0.0,10919362,2021
Swimmers,2005,3,0.0,384573,2014
Swimming Pool,2003,3,0.0,324133,2010
Swimming for Gold,2020,1,0.0,10782876,2022
Swimming to Cambodia,1987,0,0.0,94089,2013
Swing Girls,2004,3,0.0,435434,2022
Swing Kids,1993,1,0.0,108265,2010
Swing Time,1936,1,0.0,28333,2009
Swingers,1996,2,0.0,117802,2014
Swiped,2018,2,0.0,4867110,2019
Swiss Army Man,2016,2,0.0,4034354,2016
Switchblade Sisters,1975,3,0.0,73778,2016
Sword of Trust,2019,3,0.0,8484012,2019
Sword of Vengeance,2015,0,0.0,3622332,2021
Sword of the Stranger,2007,3,1.0,1121794,2011
Swordfish,2001,1,0.0,244244,2015
Sydney White,2007,3,0.0,815244,2012
Sylvia,2003,3,1.0,325055,2020
Sympathy for Mr. Vengeance,2002,3,1.0,310775,2012
Synchronicity,2015,2,0.0,2049543,2017
T&ocirc;ky&ocirc; sonata (Tokyo Sonata),2008,1,0.0,938341,2010
T2 Trainspotting,2017,3,1.0,2763304,2017
TBS,2008,1,0.0,1092019,2018
THX 1138,1971,0,0.0,66434,2009
TMNT,2007,1,1.0,453556,2013
TRON,1982,0,0.0,84827,2010
Table 19,2017,3,0.0,1412528,2017
Tables Turned on the Gardener,1895,0,0.0,14,2014
Tabu,2012,3,0.0,2153963,2012
Tabu: A Story of the South Seas,1931,0,0.0,22458,2010
Tacones Lejanos,1991,3,0.0,103030,2010
Tad: The Lost Explorer,2012,1,0.0,1764625,2014
Tadpole,2000,2,0.0,271219,2015
Tag,2018,3,1.0,2854926,2018
Take Care of My Little Girl,1951,3,0.0,44100,2013
Take Shelter,2011,3,0.0,1675192,2011
Take This Waltz,2011,3,0.0,1592281,2011
Take the Lead,2006,3,0.0,446046,2012
Take the Money and Run,1969,1,0.0,65063,2016
Taken 2,2012,2,0.0,1397280,2012
Taken 3,2014,1,0.0,2446042,2020
Taken,2008,3,0.0,936501,2009
Takers,2010,1,0.0,1135084,2011
Taking Lives,2004,2,0.0,364045,2015
Taking Off,1971,3,0.0,67820,2010
Taking Woodstock,2009,1,0.0,1127896,2015
Tales From The Crapper,2004,3,1.0,338479,2013
Tales from Earthsea,2006,1,0.0,495596,2019
Tales from the Catholic Church of Elvis!,2009,3,0.0,1082876,2016
Tales from the Grudge,2006,3,1.0,877368,2015
Tales of Manhattan,1942,2,0.0,35415,2013
Tall Girl,2019,3,0.0,9252508,2019
Tall Tale,1995,1,0.0,111359,2019
Talladega Nights: The Ballad of Ricky Bobby,2006,2,0.0,415306,2020
Tallulah,2016,3,0.0,1639084,2016
Tamahine,1963,3,0.0,58636,2022
Tammy and the Bachelor,1957,3,0.0,51051,2011
Tammy,2014,3,0.0,2103254,2014
Tampopo,1985,1,0.0,92048,2014
Tan de repente,2002,3,0.0,324158,2010
Tangerine,2015,3,0.0,3824458,2015
Tangerines,2013,0,0.0,2991224,2017
Tangled,2010,3,0.0,398286,2010
Tango &amp; Cash,1989,0,0.0,98439,2021
Tango libre,2012,0,0.0,2370034,2013
Tango,1998,1,0.0,120274,2016
Tanguy,2001,1,0.0,274155,2014
Tank Girl,1995,3,0.0,114614,2009
Tar,2022,3,0.0,14444726,2022
Tarantula,1955,0,0.0,48696,2013
Tarzan and the She-Devil,1953,1,0.0,46404,2021
Tarzan and the Slave Girl,1950,0,0.0,43025,2021
Tarzan of the Apes,1918,3,0.0,9682,2011
Tarzan&#39;s Magic Fountain,1949,0,0.0,41947,2021
Tarzan&#39;s Peril,1951,1,0.0,43695,2021
Tarzan&#39;s Savage Fury,1952,0,0.0,45220,2021
Tarzan,1999,2,0.0,120855,2010
Taste of Cherry,1997,0,0.0,120265,2010
Taste the Blood of Dracula,1970,3,0.0,65073,2013
Tau,2018,3,0.0,4357394,2020
Taxi Driver,1976,1,0.0,75314,2011
Taxi,2004,3,0.0,316732,2013
Taxi,2015,3,1.0,4359416,2015
Tea with Mussolini,1999,3,0.0,120857,2015
Teacher&#39;s Pet,1958,1,0.0,52278,2010
Teaching Mrs. Tingle,1999,3,0.0,133046,2013
Team America: World Police,2004,2,0.0,372588,2011
Tears of Steel,2012,0,0.0,2285752,2014
Tears of the Sun,2003,3,0.0,314353,2021
Technotise - Edit i ja,2009,3,0.0,1372301,2013
Ted - For karlekens skull,2018,0,0.0,6204018,2020
Ted 2,2015,1,0.0,2637276,2015
Ted,2012,2,0.0,1637725,2012
Teen Beach 2,2015,3,0.0,3764966,2015
Teen Beach Movie,2013,3,0.0,2325989,2016
Teen Spirit,2011,3,0.0,1845866,2013
Teen Titans Go! &amp; DC Super Hero Girls: Mayhem in the Multiverse,2022,3,0.0,18250460,2022
Teen Titans Go! To the Movies,2018,3,0.0,7424200,2018
Teen Witch,1989,3,0.0,98453,2013
Teen Wolf,1985,2,0.0,90142,2021
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,3,0.0,103060,2011
Teenage Mutant Ninja Turtles,1990,2,1.0,100758,2014
Teenage Mutant Ninja Turtles,2014,3,0.0,1291150,2014
Teenage Mutant Ninja Turtles: Out of the Shadows,2016,3,1.0,3949660,2016
Teeth,2007,3,1.0,780622,2010
Tekken,2010,2,0.0,411951,2012
Tekkon kinkurito,2006,0,0.0,831888,2011
Teknolust,2002,3,0.0,270688,2014
Tekst,2019,1,1.0,10767426,2019
Tell It to the Bees,2018,3,0.0,7241926,2021
Telling Secrets,1993,3,0.0,108310,2013
Temp&ecirc;te,2015,1,0.0,3757648,2016
Temple Grandin,2010,3,0.0,1278469,2010
Ten Inch Hero,2007,3,0.0,829297,2012
Ten,2002,3,0.0,301978,2010
Tenacious D in the Pick of Destiny,2006,0,0.0,365830,2017
Tenchi Muy&ocirc;! In Love,1996,3,0.0,117876,2014
Tender Comrade,1943,3,0.0,36418,2011
Tenebre,1982,2,0.0,84777,2016
Tenemos la carne [We Are the Flesh],2016,0,0.0,4682708,2018
Tenet,2020,1,0.0,6723592,2020
Tenk&ucirc; no shiro Rapyuta,1986,3,0.0,92067,2009
Terkel i knibe,2004,1,0.0,386820,2011
Terminal Island,1973,3,0.0,70782,2019
Terminator 2: Judgement Day,1991,3,1.0,103064,2010
Terminator 3: Rise of the Machines,2003,3,0.0,181852,2012
Terminator Genisys,2015,0,0.0,1340138,2015
Terminator: Dark Fate,2019,3,0.0,6450804,2019
Terms of Endearment,1983,1,1.0,86425,2013
Terraferma,2011,3,0.0,1641410,2012
Terrifier 2,2022,3,0.0,10403420,2022
Terrifier,2000,3,0.0,4281724,2018
Terror Firmer,1999,3,1.0,169299,2015
Terror by Night,1946,1,0.0,39017,2014
Terror of Mechagodzilla,1975,1,0.0,73373,2015
Terrorizers,1986,2,0.0,91355,2020
Testament of Orpheus,1960,1,0.0,54377,2012
Testament of Youth,2015,3,0.0,1441953,2015
Tex,1982,2,1.0,84783,2020
Texas Chainsaw 3D,2013,3,0.0,1572315,2013
Texas Chainsaw Massacre,2022,3,1.0,11755740,2022
Thank You for Smoking,2005,1,0.0,427944,2009
Thanks for Sharing,2013,2,0.0,1932718,2014
That Awkward Moment,2014,3,1.0,1800246,2014
That Darn Cat!,1965,3,0.0,59793,2011
That Thing You Do!,1996,3,0.0,117887,2012
That Touch of Mink,1962,2,0.0,56575,2013
That&#39;s My Boy,2012,1,0.0,1232200,2012
That&#39;s Not Me,2017,3,0.0,4738802,2018
Thats 70s Show,1998,2,0.0,165598,2019
The Little Mermaid: Ariel&#39;s Beginning,2008,3,0.0,969647,2022
The Worst Person in the World,2021,3,1.0,10370710,2022
Thegidi,2014,2,0.0,3565264,2015
Their Finest,2016,3,0.0,1661275,2017
Thelma,2017,3,0.0,6304046,2018
Them!,1954,1,0.0,47573,2011
Then She Found Me,2007,3,0.0,455805,2009
Theodora Goes Wild,1936,3,0.0,28355,2012
There Was a Father,1942,0,0.0,34591,2012
There&#39;s Someone Inside Your House,2021,3,0.0,8150814,2021
There&#39;s Something About Mary,1998,3,0.0,129387,2014
These Three,1936,2,1.0,28356,2016
Thespians,2011,3,0.0,1604225,2011
They Call Me Jeeg Robot,2015,1,0.0,3775086,2016
They Call Me Trinity,1970,2,0.0,67355,2020
They Came Back,2004,3,0.0,378661,2012
They Came Together,2014,3,0.0,2398249,2015
They Live,1988,0,0.0,96256,2010
They Shall Not Grow Old,2018,0,0.0,7905466,2019
They,2002,3,0.0,283632,2014
Thief,1981,0,0.0,83190,2019
Thin Man Goes Home,1945,2,0.0,37365,2016
Things You Can Tell Just by Looking at Her,1999,3,0.0,210358,2011
Things to come - L&#39;avenir,2016,1,0.0,4120176,2017
Think Like a Man,2012,3,0.0,1621045,2013
Thir13en Ghosts,2001,1,0.0,245674,2013
Third Star,2010,1,0.0,1510906,2018
Thirst (Bakjwi),2009,3,1.0,762073,2010
Thirteen Lives,2022,0,0.0,12262116,2022
Thirteen Women,1932,3,0.0,23582,2016
Thirteen days,2000,1,0.0,146309,2012
Thirteen,2003,3,0.0,328538,2011
This Christmas,2007,3,0.0,937375,2022
This Film Is Not Yet Rated,2006,3,0.0,493459,2012
This Is 40,2012,3,0.0,1758830,2012
This Is Spinal Tap,1984,1,0.0,88258,2010
This Is Where I Leave You,2014,2,0.0,1371150,2014
This Is the End,2013,1,0.0,1245492,2013
This Island Earth,1955,0,0.0,47577,2015
This Means War,2012,2,0.0,1596350,2012
This Must Be the Place,2011,1,0.0,1440345,2012
This changes everything,2015,3,1.0,1870548,2016
This is England,2006,3,0.0,480025,2015
This is My Life,1992,3,0.0,105577,2011
This is not a film,2011,1,0.0,1667905,2012
Thomas &amp; Friends: The Great Race,2016,3,0.0,5563932,2018
Thor,2011,3,0.0,800369,2011
Thor: Love and Thunder,2022,3,0.0,10648342,2022
Thor: Ragnarok,2017,1,0.0,3501632,2017
Thor: The Dark World,2013,3,0.0,1981115,2013
Thoroughbreds,2017,3,0.0,5649108,2018
Thoroughly Modern Millie,1967,3,0.0,62362,2011
Those Who Wish Me Dead,2021,1,0.0,3215824,2021
Three Coins in the Fountain,1954,3,0.0,47580,2013
Three Colors: Blue,1993,3,0.0,108394,2010
Three Colors: White,1994,1,0.0,111507,2013
Three Faces of Eve,1957,0,0.0,51077,2010
Three Kingdoms: Resurrection of the Dragon,2008,1,0.0,882978,2012
Three Lives and Only One Death,1996,2,0.0,117968,2013
Three Secrets,1950,3,0.0,43045,2018
Three on a Match,1932,3,0.0,23590,2015
Three wise men,2008,1,0.0,1270769,2010
Three... Extremes,2004,3,0.0,420251,2011
Throne of Blood,1957,0,0.0,50613,2016
Throne,2015,3,0.0,4010918,2016
Through a Glass Darkly,1961,0,0.0,55499,2017
Throw Momma from the Train,1987,1,0.0,94142,2021
Throw of the Dice,1929,0,0.0,20286,2015
Thunder Force,2021,3,0.0,10121392,2021
Thunderball,1965,2,0.0,59800,2011
Thunderbirds,2004,3,1.0,167456,2022
Thursday,1998,1,0.0,124901,2017
TiMER,2009,2,0.0,1179794,2011
Tickets,2005,0,1.0,418239,2019
Tideland,2005,3,0.0,410764,2011
Tiger Eyes,2012,3,0.0,1748260,2014
Tiger House,2015,3,0.0,2911674,2016
Tigers Are Not Afraid,2017,0,0.0,4823434,2020
Till Death,2021,0,0.0,11804152,2021
Till We Meet Again,2015,3,0.0,2461340,2016
Tilly the Tomboy Visits the Poor,1910,3,0.0,232821,2010
Tim and Eric&#39;s Billion Dollar Movie,2012,0,0.0,1855401,2013
Tim&#39;s Vermeer,2013,2,0.0,3089388,2014
Time After Time,1979,2,0.0,80025,2014
Time Bandits,1981,1,0.0,81633,2011
Time Changer,2002,0,0.0,295725,2016
Time Traveller (Toki o Kakeru Shojo),2010,3,0.0,1614408,2013
Time of the Wolf,2003,2,0.0,324197,2016
Timecop,1994,1,0.0,111438,2009
Timecrimes,2007,0,0.0,480669,2012
Timeless,2018,3,0.0,5511582,2021
Timelike,2015,3,0.0,4897214,2015
Timeline,2003,1,0.0,300556,2013
Times and Winds,2006,3,0.0,855729,2011
Tin Cup,1996,3,1.0,117918,2020
Tinker Bell and the Great Fairy Rescue,2010,3,0.0,1216515,2013
Tinker Bell and the Legend of the NeverBeast,2014,3,0.0,3120408,2015
Tinker Bell and the Lost Treasure,2009,3,0.0,1216516,2013
Tinker Bell,2008,3,0.0,823671,2009
Tinker Tailor Soldier Spy,2011,1,0.0,1340800,2011
Tinkerbell and the Secret of the Wings,2012,3,0.0,1217213,2013
Tiny Furniture,2010,3,0.0,1570989,2010
Tipping the Velvet,2002,3,0.0,324264,2010
Titan A.E.,2000,3,0.0,120913,2010
Titane,2021,2,0.0,10944760,2021
Titanic - La leggenda continua,2000,3,0.0,330994,2016
Titanic II,2010,3,0.0,1640571,2013
Titli,2015,0,0.0,3019620,2015
Tito e os Passaros,2018,1,0.0,8327492,2019
Titus,1999,3,1.0,120866,2011
Tjenare kungen,2005,3,0.0,423382,2014
Tjuvheder,2015,3,0.0,4153324,2016
To All the Boys I&#39;ve Loved Before,2018,3,0.0,3846674,2018
To All the Boys: Always and Forever,2021,3,0.0,10676012,2021
To All the Boys: P.S. I Still Love You,2020,3,0.0,9354842,2021
To Be or Not to Be,1942,0,0.0,35446,2014
To Catch a Thief,1955,3,0.0,48728,2010
To Have and Have Not,1944,3,0.0,37382,2012
To Have and to Hold,2006,3,0.0,876154,2013
To Kill a Mockingbird,1962,3,0.0,56592,2010
To Rome With Love,2012,2,0.0,1859650,2012
To the Wonder,2012,3,0.0,1595656,2013
To the bone,2017,3,0.0,5541240,2017
Tod den Hippies!! Es lebe der Punk!,2015,1,0.0,3397082,2015
Together,2000,3,0.0,203166,2011
Toki wo kakeru sh&amp;#333;jo (The Girl Who Leapt Through Time),2006,3,0.0,808506,2010
Tokyo Drifter,1966,1,0.0,61101,2016
Tokyo Story,1953,3,0.0,46438,2010
Tolkien,2019,2,0.0,3361792,2019
Tom Jones,1963,3,0.0,57590,2013
Tom and Jerry: The Movie,1992,3,0.0,105616,2016
Tomb Raider,2018,3,0.0,1365519,2018
Tomboy,2011,3,0.0,1847731,2012
Tombstone,1993,3,0.0,108358,2012
Tomie,1999,3,0.0,240119,2015
Tomie: Anaza Feisu,1999,2,0.0,284565,2015
Tomie: Re-birth,2001,3,0.0,348225,2016
Tomie: Replay,2000,3,0.0,279474,2015
Tomie: Saishuu-sho - kindan no kajitsu,2002,3,0.0,348226,2016
Tommy Boy,1995,3,0.0,114694,2017
Tommy,1975,1,0.0,73812,2010
Tomo yo shizukani nemure,1985,2,0.0,380761,2010
Tomorrow Never Dies,1997,1,0.0,120347,2020
Tomorrow Night,1998,2,0.0,140627,2016
Tomorrow at Seven,1933,3,1.0,24679,2014
Tomorrowland,2015,3,0.0,1964418,2015
Toni Erdmann,2016,3,0.0,4048272,2017
Too Big to Fail,2011,1,0.0,1742683,2011
Tootsie,1982,1,0.0,84805,2011
Top End Wedding,2019,3,0.0,7555072,2020
Top Five,2014,3,0.0,2784678,2015
Top Gun,1986,2,0.0,92099,2010
Top Gun: Maverick,2022,3,0.0,1745960,2022
Top Hat,1935,2,0.0,27125,2009
Top Secret!,1984,0,0.0,88286,2013
Toppen av ingenting,2018,0,0.0,6258766,2020
Topper,1937,2,0.0,29682,2010
Topsy-Turvy,1999,3,0.0,151568,2013
Tora! Tora! Tora!,1970,1,0.0,66473,2018
Torch Song Trilogy,1988,1,0.0,96289,2012
Torment,1944,0,0.0,36914,2011
Torn Curtain,1966,3,1.0,61107,2014
Total Eclipse,1995,1,0.0,114702,2018
Total Recall,2012,1,0.0,1386703,2012
Touch of Evil,1958,1,0.0,52311,2012
Touchez pas au grisbi,1954,1,0.0,46451,2010
Touchy Feely,2013,3,0.0,2364949,2014
Tough Luck,2003,0,0.0,376263,2011
Tourist Trap,1979,3,0.0,80040,2018
Tournament,2009,0,0.0,471041,2011
Tout le monde aime Jeanne,2022,3,0.0,14913250,2022
Tout simplement noir,2020,1,0.0,10426916,2020
Toutes nos envies,2011,3,0.0,1942120,2015
Tove,2020,3,1.0,11007444,2022
Tower Heist,2011,1,0.0,471042,2011
Tower of Terror,1997,3,0.0,131620,2015
Toy Soldiers,1991,0,0.0,103112,2010
Toy Story 3,2010,3,1.0,435761,2010
Toy Story 4,2019,3,0.0,1979376,2019
Toys,1992,3,0.0,105629,2010
Tracks,2013,3,0.0,2167266,2014
Trading Mom,1994,3,0.0,111470,2012
Trading Places,1983,1,0.0,86465,2010
Traffic Crossing Leeds Bridge,1888,0,0.0,343112,2021
Traffic,2000,3,0.0,181865,2017
Tragedy Girls,2017,3,0.0,3859272,2021
Train to Busan Presents: Peninsula,2020,3,0.0,8850222,2021
Training Day,2001,1,0.0,139654,2012
Trainwreck,2015,3,0.0,3152624,2015
Tramps,2016,1,1.0,4991512,2020
Trance (The Eternal),1998,3,1.0,158011,2014
Trance,2013,0,1.0,1924429,2013
Trancers,1984,1,0.0,90192,2015
Transcendence,2014,1,0.0,2209764,2014
Transfer,2010,3,0.0,1270120,2012
Transformers,2007,3,0.0,418279,2009
Transformers: Age of Extinction,2014,3,0.0,2109248,2014
Transformers: Dark of the Moon,2011,3,0.0,1399103,2011
Transformers: Revenge of the Fallen,2009,3,0.0,1055369,2009
Transformers: The Last Knight,2017,1,0.0,3371366,2017
Transmorphers,2007,3,0.0,960835,2014
Transporter 2,2005,1,0.0,388482,2013
Transsiberian,2008,3,0.0,800241,2012
Trap for Cinderella,2013,3,0.0,1766175,2014
Trash,2014,1,0.0,1921149,2017
Travelling Salesman,2012,0,0.0,1801123,2016
Travels With My Aunt,1972,3,0.0,69404,2012
Treasure Planet,2002,3,0.0,133240,2011
Treasure of the Aztecs,1965,1,0.0,59682,2021
Treehouse,2014,3,0.0,1791681,2015
Treeless Mountain,2008,3,0.0,1143155,2014
Tremors 3: Back to Perfection,2001,3,0.0,259685,2017
Tremors 4: The Legend Begins,2004,3,0.0,334541,2022
Tremors II: Aftershocks,1996,0,0.0,114720,2017
Tremors,1990,3,0.0,100814,2010
Triangle of Sadness,2022,3,0.0,7322224,2022
Triangle,2009,3,0.0,1187064,2014
Trick &#39;r Treat,2007,3,0.0,862856,2010
Trick,1999,3,0.0,162710,2014
Tricks,2007,3,1.0,1094278,2010
Trigger,2010,3,0.0,1624408,2011
Trinity Is Still My Name,1971,1,0.0,68154,2021
Triple 9,2016,3,0.0,1712261,2016
Triple Dog,2010,3,0.0,1232838,2011
Triple Frontier,2019,1,0.0,1488606,2019
Trishna,2011,3,0.0,1836987,2012
Tristana,1970,2,1.0,66491,2017
Tristram Shandy: A Cock and Bull Story,2005,2,0.0,423409,2011
Troll 2,1990,3,0.0,105643,2013
TrollHunter,2010,1,0.0,1740707,2011
Trolls World Tour,2020,3,0.0,6587640,2020
Trolls,2016,3,0.0,1679335,2016
Tron Legacy,2010,1,0.0,1104001,2010
Troop Beverly Hills,1989,3,0.0,98519,2010
Troop Zero,2019,3,0.0,2404465,2020
Tropical Malady,2004,0,0.0,381668,2010
Trouble Every Day,2001,1,0.0,204700,2022
Troy,2004,1,0.0,332452,2010
Tru Confessions,2002,3,0.0,296251,2020
Truck Turner,1974,3,0.0,72325,2015
True Crime,1995,3,0.0,114736,2021
True Grit,1969,3,0.0,65126,2011
True Grit,2010,3,0.0,1403865,2010
True Lies,1994,3,0.0,111503,2010
True Memoirs of an International Assassin,2016,0,0.0,1542768,2016
True Romance,1993,1,0.0,108399,2015
True Story,2015,1,0.0,2273657,2015
Trumbo,2015,3,1.0,3203606,2015
Trust Fund,2015,3,0.0,3969208,2015
Truth or Dare,2018,3,1.0,6772950,2018
Tsar,2009,1,0.0,1424431,2009
Tschick,2016,1,0.0,4911940,2018
Tu Dors Nicole,2014,3,0.0,3483194,2015
Tuck Everlasting,2002,3,0.0,283084,2010
Tucker and Dale vs Evil,2010,3,0.0,1465522,2011
Tulip Fever,2017,3,0.0,491203,2017
Tully,2000,0,0.0,212604,2009
Tully,2018,3,1.0,5610554,2018
Tuntematon sotilas,2017,3,0.0,4065552,2018
Turbo Kid,2015,1,0.0,3672742,2016
Turbo,2013,3,1.0,1860353,2013
Turbo: A Power Rangers Movie,1997,3,0.0,120389,2012
Turbulent Skies,2010,3,0.0,1518861,2011
Turist,2014,3,0.0,3630276,2014
Turkish Delight,1973,3,0.0,70842,2016
Turma da Monica: Lacos,2019,2,0.0,8169552,2019
Turner &amp; Hooch,1989,1,0.0,98536,2014
Turning Red,2022,3,0.0,8097030,2022
Turtles Are Surprisingly Fast Swimmers,2005,3,0.0,455577,2014
Twelfth Night or What You Will,1996,3,0.0,117991,2016
Twelve Monkeys,1995,1,0.0,114746,2011
Twelve Thirty,2010,3,0.0,1520453,2014
Twelve and Holding,2005,3,0.0,417385,2013
Twilight Zone: Rod Serling&#39;s Lost Classics,1994,2,0.0,111520,2021
Twilight,2008,3,0.0,1099212,2009
Twin Peaks: Fire Walk With Me,1992,3,0.0,105665,2011
Twins,1988,3,0.0,96320,2009
Twister,1996,3,0.0,117998,2010
Twitches,2005,1,0.0,467421,2018
Two Fencers,1891,0,0.0,5447082,2021
Two Moon Junction,1988,3,0.0,96324,2013
Two Mules for Sister Sara,1970,3,0.0,65134,2011
Two Night Stand,2014,3,0.0,2140619,2014
Two Sisters from Boston,1946,3,0.0,39054,2010
Two Weeks Notice,2002,3,0.0,313737,2011
Two for the Road,1967,3,0.0,62407,2012
Two-Faced Woman,1941,2,0.0,34328,2010
Two-Minute Warning,1976,1,0.0,75359,2020
Tyler Perry&#146;s Diary of a mad black woman,2005,3,0.0,422093,2022
Tyler Perry&#39;s Acrimony,2018,1,0.0,6063050,2020
Tyrannosaur,2011,2,0.0,1204340,2012
U,2006,3,0.0,486731,2015
UHF,1989,1,0.0,98546,2013
UMMAH - Unter Freunden,2013,1,0.0,2664258,2013
Uchu daikaiju Girara,1967,3,0.0,62411,2016
Ugetsu,1953,2,0.0,46478,2014
Uitgesproken,2013,1,0.0,3348476,2016
Ultraviolet,2006,1,0.0,370032,2011
Umi ga kikoeru,1993,3,0.0,108432,2009
