Title,year,Bechdel Score,dubious,imdbID,year submitted
"Fast and the Furious, The",1955,3,1.0,46969,2012
"Fast and the Furious, The",2001,1,0.0,232500,2014
"Fast and the Furious: Tokyo Drift , The",2006,1,0.0,463985,2020
"Faster, Pussycat! Kill! Kill!",1965,3,0.0,59170,2012
"Fate of the Furious, The",2017,3,1.0,4630562,2017
"Fault in Our Stars, The",2014,3,0.0,2582846,2014
"Favourite, The",2018,3,0.0,5083738,2018
"Fearless Vampire Killers, The",1967,1,0.0,61655,2013
"Female Brain, The",2017,3,0.0,5752360,2021
"Female, The",1958,2,0.0,51608,2022
"Fifth Element, The",1997,1,0.0,119116,2008
"Fifth Estate, The",2013,1,0.0,1837703,2013
"Fighter, The",2010,2,0.0,964517,2011
"Final Countdown, The",1980,0,0.0,80736,2017
"Final Cut, The",2004,2,0.0,364343,2011
"Final Destination, The",2009,3,0.0,1144884,2013
"Final Girls, The",2015,3,0.0,2118624,2015
"Final Level: Escaping Rancala, The",2019,3,0.0,11334312,2021
"Finest Hours, The",2016,3,0.0,2025690,2016
"Firm, The",1993,3,0.0,106918,2015
"First Purge , The",2018,3,0.0,6133466,2018
"First Wives Club, The",1996,3,0.0,116313,2010
"Fisher King, The",1991,3,1.0,101889,2010
"Fits, The",1982,1,0.0,4238858,2016
"Five Heartbeats, The",1991,1,0.0,101891,2014
"Five Obstructions, The",2003,0,0.0,354575,2010
"Five-Year Engagement, The",2012,3,0.0,1195478,2012
"Flight of the Phoenix, The",1965,0,0.0,59183,2012
"Flintstones, The",1994,3,0.0,109813,2014
"Florida Project, The",2017,3,0.0,5649144,2017
"Fly, The",1958,2,1.0,51622,2011
"Fly, The",1986,2,0.0,91064,2012
"Flying Deuces, The",1939,0,0.0,31322,2011
"Flying Saucer, The",1950,1,0.0,42469,2013
"Fog, The",1980,3,0.0,80749,2011
"Fog, The",2005,3,0.0,432291,2013
"For a Good Time, Call...",2012,3,0.0,1996264,2012
"Forbidden Kingdom, The",2008,1,0.0,865556,2010
"Foreigner, The",2017,1,0.0,1615160,2017
"Forest for the Trees, The",2003,3,0.0,386862,2013
"Forest, The",2016,3,0.0,3387542,2016
"Forgiveness of Blood, The",2011,3,0.0,1787127,2013
"Fortnite: Battle, Build, Survive!",2018,3,0.0,11791228,2021
"Fortune Cookie, The",1966,1,0.0,60424,2011
"Fosters, The",2013,1,0.0,2262532,2022
"Fountain, The",2006,3,1.0,414993,2011
"Fountainhead, The",1949,1,0.0,41386,2013
"Four Seasons, The",1981,3,0.0,82405,2022
"Four Warriors, The",2015,1,0.0,4026600,2015
"Four-Faced Liar, The",2010,3,0.0,1174693,2011
"Fourth Kind, The",2009,3,0.0,1220198,2013
"Fox and the Hound, The",1981,2,0.0,82406,2010
"Fox, The",1967,3,0.0,62990,2013
"Frame, The",2014,3,0.0,2567038,2017
"French Connection, The",1971,1,0.0,67116,2013
"French Dispatch, The",2021,3,0.0,8847712,2021
"Freshman, The",1925,0,0.0,15841,2011
"Frighteners, The",1996,3,0.0,116365,2012
"Frisco Kid, The",1979,1,0.0,79180,2010
"Front Runner, The",2018,2,0.0,7074886,2019
"Frozen Ground, The",2013,3,0.0,2005374,2013
"Fugitive, The",1993,2,0.0,106977,2011
"Fugitives, The",1986,0,0.0,91093,2018
"Full Monty, The",1997,2,0.0,119164,2016
"Fuller Brush Man, The",1948,1,0.0,40379,2011
"Fundamentals of Caring, The",2016,3,1.0,2452386,2016
"Funeral, The",1996,3,1.0,116378,2016
"Future, The",2011,3,0.0,1235170,2011
"Gabby Douglas Story, The",2014,1,0.0,3386954,2016
"Game, The",1997,1,0.0,119174,2008
"Gamers: Dorkness Rising, The",2008,3,1.0,447166,2010
"Gamers: Hands of Fate, The",2013,3,0.0,2312390,2013
"Gate, The",1987,2,0.0,93075,2013
"Gay Sisters, The",1942,3,0.0,34770,2022
"General, The",1926,0,0.0,17925,2010
"Gentlemen, The",2019,3,0.0,8367814,2020
"German Doctor, The",2013,3,0.0,1847746,2014
"Get Smart, Again!",1989,3,0.0,97423,2010
"Ghidorah, the Three-Headed Monster",1964,3,0.0,58544,2013
"Ghost Writer, The",2010,2,0.0,1139328,2010
"Ghost and Mrs. Muir, The",1947,3,0.0,39420,2012
"Giant Gila Monster, The",1959,3,0.0,52846,2011
"Giant Mechanical Man, The",2012,3,0.0,1769363,2014
"Gift, The",2000,3,1.0,219699,2013
"Gift, The",2015,3,0.0,4178092,2018
"Gigolos, The",2006,1,0.0,462309,2011
"Girl (Flickan), The",2009,3,0.0,1342378,2013
"Girl King, The",2015,3,0.0,1254322,2016
"Girl Was Young, The",1937,3,0.0,29811,2016
"Girl Who Kicked the Hornets&#39; Nest, The",2009,3,0.0,1343097,2011
"Girl Who Knew Too Much, The",1969,1,0.0,64370,2022
"Girl Who Played with Fire, The",2009,3,0.0,1216487,2011
"Girl from Calgary, The",1932,2,0.0,22940,2014
"Girl in the Spider&#39;s Web, The",2018,3,0.0,5177088,2018
"Girl on the Train, The",2009,3,0.0,1183672,2010
"Girl on the Train, The",2016,3,0.0,3631112,2016
"Girl with All the Gifts, The",2016,3,0.0,4547056,2017
"Girl with the Dragon Tattoo, The",2009,3,1.0,1132620,2009
"Girl with the Dragon Tattoo, The",2011,1,0.0,1568346,2011
"Girlfriend Experience, The",2009,3,1.0,1103982,2010
"Giver, The",2014,3,0.0,435651,2014
"Glass Castle, The",2017,3,0.0,2378507,2018
"Glass House, The",2001,3,0.0,221218,2013
"Glass Slipper, The",1955,3,0.0,48124,2015
"Gleaners and I, The",2000,3,0.0,247380,2013
"Glenn Miller Story, The",1954,2,0.0,47030,2013
"Glenroy Bros., No. 2",1894,0,0.0,312728,2021
"Glimmer Man, The",1996,1,0.0,116421,2012
"God of Cookery, The",1996,1,0.0,116426,2012
"Godfather, The",1972,2,0.0,68646,2011
"Godfather: Part II, The",1974,2,0.0,71562,2013
"Godfather: Part III, The",1990,3,0.0,99674,2018
"Godzilla vs. the Sea Monster (Ebirah, Horror of the Deep)",1966,1,0.0,60464,2015
"Godzilla&#39;s Revenge (Godzilla, Minira, Gabara: All Monsters Attack)",1969,0,0.0,64373,2015
"Gold Rush, The",1925,0,0.0,15864,2010
"Golden Compass, The",2007,3,0.0,385752,2009
"Goldfinch, The",2019,1,0.0,3864056,2020
"Good Dinosaur, The",2015,3,0.0,1979388,2015
"Good Doctor, The",2011,3,1.0,1582271,2013
"Good German, The",2006,1,0.0,452624,2014
"Good Girl, The",2002,3,0.0,279113,2011
"Good Guy, The",2009,3,0.0,1247662,2011
"Good Liar, The",2019,3,0.0,5563334,2022
"Good Lie, The",2014,3,0.0,2652092,2014
"Good Night, and Good Luck.",2005,1,0.0,433383,2009
"Good Nurse, The",2022,3,0.0,4273800,2022
"Good Shepherd, The",2006,0,0.0,343737,2011
"Good Witch&#39;s Garden, The",2009,3,0.0,1312251,2013
"Good Witch&#39;s Gift, The",2010,3,0.0,1560779,2013
"Good luck to you, Leo Grande",2022,3,0.0,13352968,2022
"Good, the Bad and the Ugly, The",1966,1,0.0,60196,2010
"Goodbye Girl, The",1977,3,0.0,76095,2010
"Goodbye, Mr. Chips",1939,2,0.0,31385,2010
"Goonies, The",1985,3,0.0,89218,2012
"Gorilla, The",1939,3,0.0,31387,2011
"Gospel According to St. Matthew, The",1964,1,0.0,58715,2012
"Graduate, The",1967,2,0.0,61722,2009
"Grand Budapest Hotel, The",2014,1,0.0,2278388,2014
"Grand Seduction, The",2013,1,0.0,2319580,2014
"Grandmaster, The",2013,1,0.0,1462900,2013
"Grapes of Wrath, The",1940,3,0.0,32551,2010
"Gray Man, The",2022,2,0.0,1649418,2022
"Great Dictator, The",1940,3,0.0,32553,2012
"Great Gatsby, The",2013,3,1.0,1343092,2013
"Great Gilly Hopkins, The",2015,3,0.0,1226766,2019
"Great Mouse Detective, The",1986,1,0.0,91149,2012
"Great Muppet Caper, The",1981,3,0.0,82474,2011
"Great Outdoors, The",1988,3,0.0,95253,2023
"Great Train Robbery, The",1903,0,0.0,439,2010
"Great Vazquez, The",2010,3,0.0,1525915,2010
"Great Wall, The",2016,0,0.0,2034800,2017
"Great War, The",1959,1,0.0,52861,2012
"Great White Silence, The",1924,0,0.0,1764657,2011
"Great Ziegfeld, The",1936,3,0.0,27698,2012
"Greatest Show on Earth, The",1952,2,0.0,44672,2021
"Greatest Showman, The",2017,3,1.0,1485796,2018
"Greatest, The",2009,3,0.0,1226232,2021
"Green Hornet, The",2011,1,0.0,990407,2011
"Green Inferno, The",2015,3,0.0,2403021,2015
"Green Knight, The",2021,1,0.0,9243804,2021
"Green Mile, The",1999,1,0.0,120689,2012
"Grey, The",2012,0,0.0,1601913,2012
"Grinch, The",2018,3,1.0,2709692,2020
"Groove Tube, The",1974,1,0.0,71583,2011
"Ground Beneath My Feet, The",2019,3,0.0,7902124,2020
"Group, The",1966,3,0.0,60479,2011
"Grudge 2, The",2006,3,0.0,433386,2012
"Grudge, The",2004,3,0.0,391198,2012
"Guard, The",2011,1,0.0,1540133,2011
"Guardian, The",2006,1,0.0,406816,2011
"Guernsey Literary and Potato Peel Pie Society, The",2018,3,0.0,1289403,2018
"Guest, The",1963,0,0.0,58164,2014
"Guilt Trip, The",2012,3,1.0,1694020,2014
"Guilty, The",2021,1,0.0,9421570,2021
"Gumball Rally, The",1976,3,0.0,74597,2019
"Gunman, The",2015,1,0.0,2515034,2015
"Guns of Fort Petticoat, The",1957,2,0.0,50470,2022
"Guns of Navarone, The",1961,1,0.0,54953,2016
"Gymnast, The",2006,3,0.0,473074,2011
"Hail, Caesar!",2016,1,0.0,475290,2016
"Hairdresser, The",2010,3,0.0,1585255,2014
"Half of It, The",2020,3,0.0,9683478,2020
"Hand That Rocks the Cradle, The",1992,3,0.0,104389,2021
"Handmaid&#39;s Tale, The",1990,3,0.0,99731,2010
"Handmaiden (Ah-ga-ssi) , The",2016,3,0.0,4016934,2016
"Hangover Part 2, The",2011,1,0.0,1411697,2011
"Hangover part 3, The",2013,2,0.0,1951261,2013
"Happy Caterpillars, The",2012,1,0.0,2592512,2017
"Happy Halloween, Scooby-Doo!",2020,3,0.0,12838958,2022
"Happytime Murders, The",2018,3,0.0,1308728,2020
"Hard Corps, The",2006,3,0.0,462329,2021
"Harder They Fall, The",2021,3,0.0,10696784,2021
"Harvey Girls, The",1946,3,0.0,38589,2010
"Hate U Give, The",2018,3,0.0,5580266,2018
"Hateful Eight, The",2015,3,1.0,3460252,2015
"Hating Game, The",2021,3,1.0,8718158,2022
"Haunting of Julia, The",1977,3,0.0,74611,2013
"Haunting of Sharon Tate, The",2019,3,0.0,7976208,2022
"Haunting of Whaley House, The",2012,3,0.0,2396701,2013
"Haunting, The",1963,3,0.0,57129,2013
"Haunting, The",1999,3,0.0,171363,2013
"Heartbreak Kid, The",2007,2,0.0,408839,2020
"Heat, The",2013,3,0.0,2404463,2013
"Heaven Knows, Mr. Allison",1957,0,0.0,50490,2011
"Heavy, The",2010,0,0.0,473364,2011
"Hebrew Hammer, The",2003,2,0.0,317640,2021
"Heiress, The",1949,3,0.0,41452,2015
"Heiresses, The",2018,3,0.0,7875464,2018
"Hello Sister, Goodbye Life",2006,3,0.0,476013,2014
"Hello, Dolly!",1969,3,0.0,64418,2013
"Hello, My Name Is Doris",2015,3,0.0,3766394,2016
"Help, The",2011,3,0.0,1454029,2011
"Heroic Trio, The",1993,3,0.0,105619,2012
"Heung joh chow heung yau chow (Turn Left, Turn Right)",2003,3,1.0,367174,2014
"Hidden Face, The",2011,1,1.0,1772250,2016
"Hidden Fortress, The",1958,0,0.0,51808,2016
"Hidden Half (Nimeh-ye penhan), The",2001,3,0.0,277925,2011
"High Note, The",2020,3,0.0,9308382,2020
"Highwaymen, The",2019,1,0.0,1860242,2021
"Hilarious Posters, The",1906,0,0.0,135122,2014
"Hills Have Eyes, The",1977,3,0.0,77681,2016
"Hills Have Eyes, The",2006,3,0.0,454841,2016
"History Boys, The",2006,1,0.0,464049,2012
"History of Future Folk, The",2012,2,0.0,2245195,2014
"Hit Girl, The",2013,3,0.0,2651924,2013
"Hitch-Hiker, The",1953,0,0.0,45877,2013
"Hitchhikers, The",1972,3,0.0,67206,2021
"Hitman&#39;s Bodyguard, The",2017,3,1.0,1959563,2017
"Hitman&#39;s Wife&#39;s Bodyguard, The",2021,0,0.0,8385148,2021
"Hobbit, The",1977,0,0.0,77687,2022
"Hobbit: An Unexpected Journey, The",2012,0,0.0,903624,2012
"Hobbit: The Battle of the Five Armies, The",2014,1,0.0,2310332,2014
"Hobbit: The Desolation of Smaug, The",2013,3,0.0,1170358,2013
"Hole, The",2009,3,0.0,1085779,2018
"Hollow, The",2015,3,0.0,4472596,2015
"Hollywood Complex, The",2010,3,0.0,1754351,2011
"Holy Girl, The",2004,3,0.0,300270,2013
"Holy Mountain, The",1973,1,0.0,71615,2011
"Homesman, The",2014,1,0.0,2398231,2014
"Honey, I Shrunk the Kids",1989,3,0.0,97523,2010
"Honeymoon Killers, The",1969,3,0.0,64437,2010
"Honor List, The",2018,3,0.0,7237666,2019
"Horde, The",2009,0,0.0,1183276,2012
"Host, The",2006,3,0.0,468492,2013
"Host, The",2013,3,1.0,1517260,2013
"Hot Chick, The",2002,3,0.0,302640,2014
"Hot Flashes, The",2013,3,0.0,2201251,2013
"Hound of the Baskervilles, The",1978,3,0.0,76161,2013
"House Bunny, The",2008,3,0.0,852713,2010
"House That Dripped Blood, The",1971,3,0.0,65854,2016
"House That Jack Built, The",2018,1,0.0,4003440,2020
"House of Yes, The",1997,3,0.0,119324,2016
"House of the Devil, The",1896,0,0.0,91,2013
"House of the Devil, The",2009,3,0.0,1172994,2010
"House with a Clock in Its Walls, The",2018,1,0.0,2119543,2018
"House, The",2022,3,0.0,11703050,2022
"Housemaid, The",2010,3,0.0,1314652,2010
"Houses October Built, The",2014,0,0.0,1958043,2015
"Howling, The",1981,3,0.0,82533,2014
"Hudsucker Proxy, The",1994,1,0.0,110074,2012
"Human Centipede (First Sequence), The",2009,3,0.0,1467304,2010
"Human Centipede II (Full Sequence), The",2011,1,0.0,1530509,2012
"Human Resources Manager, The",2010,1,0.0,1311075,2011
"Hunchback of  Notre Dame II, The",2002,1,0.0,257778,2013
"Hunchback of Notre Dame, The",1939,0,0.0,31455,2011
"Hunchback of Notre Dame, The",1996,1,0.0,116583,2010
"Hundred-Foot Journey, The",2014,3,0.0,2980648,2014
"Hunger Games, The",2012,3,0.0,1392170,2012
"Hunger Games: Catching Fire, The",2013,3,0.0,1951264,2013
"Hunger Games: Mockingjay - Part 1, The",2014,3,0.0,1951265,2014
"Hunger Games: Mockingjay - Part 2, The",2015,3,0.0,1951266,2015
"Hunger, The",1983,3,0.0,85701,2010
"Hunt for Red October, The",1990,1,1.0,99810,2012
"Hunt, The",2020,3,0.0,8244784,2020
"Hunter, The",2010,1,0.0,1190072,2012
"Hunter, The",2011,3,0.0,1703148,2015
"Huntsman: Winter&#39;s War, The",2016,3,0.0,2381991,2016
"Hurricane, The",1999,2,0.0,174856,2015
"Hurt Locker, The",2008,1,0.0,887912,2009
"Hush...Hush, Sweet Charlotte",1964,3,0.0,58213,2011
"Hustle, The",2019,3,1.0,1298644,2019
"Hustler, The",1961,0,0.0,54997,2011
"I Killed My Lesbian Wife, Hung Her on a Meathook, and Now I Have a Three Picture Deal at Disney",1993,3,0.0,166222,2020
"I Love You, Man",2009,2,0.0,1155056,2009
"I Was Born, But...",1932,1,0.0,23634,2012
"I&#39;m a Cyborg, But That&#39;s OK",2006,3,0.0,497137,2011
"I, Daniel Blake",2016,3,0.0,5168192,2016
"I, Frankenstein",2014,1,0.0,1418377,2014
"I, Robot",2004,1,0.0,343818,2008
"I, Tonya",2017,3,0.0,5580036,2017
"I, the Worst of All",1990,3,0.0,100990,2010
"Ice Pirates, The",1984,2,0.0,87451,2017
"Ich seh, Ich seh",2014,0,0.0,3086442,2015
"Idiot, The",1951,3,0.0,43614,2016
"Idiots, The",1998,3,0.0,154421,2011
"Illusionist, The",2006,0,0.0,443543,2010
"Illusionist, The",2010,0,0.0,775489,2011
"Imaginarium of Doctor Parnassus, The",2009,1,0.0,1054606,2010
"Imitation Game, The",2014,2,0.0,2084970,2014
"Immigrant, The",2013,3,0.0,1951181,2014
"Importance of Being Earnest, The",2002,3,0.0,278500,2010
"Impossible, The",2012,2,1.0,1649419,2013
"In Between , The",2022,1,0.0,8851148,2022
"In-Laws, The",1979,3,1.0,79336,2011
"Inbetweeners 2, The",2014,1,0.0,3097204,2014
"Inbetweeners Movie, The",2011,1,0.0,1716772,2011
"Incredible Burt Wonderstone, The",2013,1,0.0,790628,2013
"Incredible Jessica James, The",2017,3,0.0,5990342,2017
"Incredible Journey, The",1963,1,0.0,57180,2018
"Incredible Shrinking Man, The",1957,0,0.0,50539,2010
"Incredibles, The",2004,3,0.0,317705,2008
"Incredibly True Adventures of Two Girls in Love, The",1995,3,0.0,113416,2011
"Infernal Boiling Pot, The",1903,0,0.0,135180,2013
"Infiltrator, The",2016,3,0.0,1355631,2016
"Influencer, The",2021,3,0.0,10868922,2021
"Informant!, The",2009,1,0.0,1130080,2010
"Inheritance, The",1997,3,0.0,119369,2010
"Initiation, The",1984,3,0.0,87472,2019
"Inn of the Sixth Happiness, The",1958,3,0.0,51776,2013
"Innkeepers, The",2011,3,0.0,1594562,2012
"Innocents, The",1961,3,0.0,55018,2018
"Intern, The",2015,3,1.0,2361509,2015
"Internship, The",2013,1,0.0,2234155,2013
"Interview, The",2014,1,0.0,2788710,2014
"Invaders, The",1912,0,0.0,2281,2011
"Invention of Lying, The",2009,2,0.0,1058017,2009
"Invisible Man, The",1933,1,0.0,24184,2017
"Invisible Man, The",2020,3,0.0,1051906,2020
"Invisible Woman, The",2013,3,0.0,1700845,2014
"Invitation, The",2015,3,0.0,2400463,2020
"Invitation, The",2022,3,0.0,12873562,2022
"Ipcress File, The",1965,1,0.0,59319,2011
"Irishman, The",2019,1,0.0,1302006,2019
"Iron Giant, The",1999,0,0.0,129167,2010
"Iron Lady, The",2011,3,0.0,1007029,2012
"Iron Petticoat, The",1956,1,0.0,49369,2010
"Ironiya sudby, ili S legkim parom!",1975,2,0.0,73179,2009
"Island of Lies, The",2020,3,0.0,9843470,2022
"Island, The",2005,3,0.0,399201,2009
"Isle, The",2000,1,0.0,255589,2012
"Italian Job, The",1969,1,0.0,64505,2011
"Italian Job, The",2003,1,0.0,317740,2008
"Jacket, The",2005,2,0.0,366627,2010
"Jane Austen Book Club, The",2007,3,0.0,866437,2010
"Jazz Singer, The",1927,1,0.0,18037,2014
"Je, tu, il, elle",1974,3,1.0,71690,2016
"Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles",1975,3,0.0,73198,2012
"Jeff, Who Lives at Home",2011,3,0.0,1588334,2012
"Jerk, The",1979,1,0.0,79367,2011
"Jesus, Bro!",2017,1,0.0,5878326,2018
"Jewel in the Crown, The",1984,3,0.0,86739,2011
"Jolson Story, The",1946,1,0.0,38661,2011
"Joneses, The",2009,3,0.0,1285309,2014
"Joy Luck Club, The",1993,3,0.0,107282,2012
"Judge, The",2014,2,0.0,1872194,2014
"Jungle Book 2, The",2003,0,0.0,283426,2010
"Jungle Book, The",1967,1,0.0,61852,2009
"Jungle Book, The",2016,2,0.0,3040964,2016
"Karate Kid Part III, The",1989,0,0.0,97647,2021
"Karate Kid, Part II, The",1986,1,0.0,91326,2016
"Karate Kid, The",1984,3,0.0,87538,2010
"Karate Kid, The",2010,3,1.0,1155076,2010
"Kennel Murder Case, The",1933,1,0.0,24210,2022
"Kentucky Fried Movie, The",1977,1,0.0,76257,2017
"Key and the Frame, The",2012,3,0.0,2601160,2013
"Kid Brother, The",1927,0,0.0,18051,2011
"Kid Who Would Be King, The",2019,1,0.0,6811018,2019
"Kid, The",1921,0,0.0,12349,2013
"Kids Are All Right, The",2010,3,0.0,842926,2010
"Killer Inside Me, The",2010,1,0.0,954947,2013
"Killer, The",1989,0,0.0,97202,2021
"Killing Jar, The",2010,3,0.0,1270296,2013
"Killing Secret, The",1997,3,0.0,120089,2023
"Killing of Sister George, The",1968,3,0.0,63185,2014
"Killing of a Sacred Deer, The",2017,3,0.0,5715874,2018
"Killing, The",1956,1,0.0,49406,2014
"King and I, The",1956,2,0.0,49408,2010
"King and the Mockingbird, The",1980,0,0.0,79820,2018
"King of Comedy, The",1982,1,0.0,85794,2011
"King of Kong: A Fistful of Quarters, The",2007,1,0.0,923752,2013
"King of Staten Island, The",2020,3,0.0,9686708,2020
"King&#39;s Man, The",2021,1,0.0,6856242,2022
"King&#39;s Speech, The",2010,3,0.0,1504320,2010
"King, The",2019,1,0.0,7984766,2019
"Kings of Summer, The",2013,2,0.0,2179116,2014
"Kiss of the Vampire, The",1963,2,1.0,57226,2013
"Kissing Booth 3, The",2021,3,0.0,12783454,2021
"Kissing Booth, The",2018,3,0.0,3799232,2018
"Kitchen, The",2019,3,0.0,5822564,2020
"Kite Runner, The",2007,0,1.0,419887,2010
"Knack... and How to Get It, The",1965,0,0.0,59362,2021
"Knight Before Christmas, The",2019,3,0.0,10060094,2019
"Knock Out Cop, The",1973,0,0.0,70534,2021
"Kumiko, the Treasure Hunter",2014,3,0.0,3263614,2015
"L&#39;aventure, c&#39;est l&#39;aventure",1972,0,0.0,66798,2015
"L-Shaped Room, The",1962,3,0.0,57239,2013
"LEGO Batman Movie, The",2017,3,1.0,4116284,2017
"La Luna, Tomasico y mi abuela",2021,0,0.0,14156262,2021
"Ladies and Gentlemen, the Fabulous Stains",1982,3,0.0,82639,2010
"Lady Eve, The",1941,2,0.0,33804,2010
"Lady Hermit, The",1971,3,0.0,67322,2014
"Lady Vanishes, The",1938,3,0.0,30341,2009
"Lady from Shanghai, The",1947,0,0.0,40525,2019
"Lady in Scarlet, The",1935,2,0.0,26599,2014
"Lady in the Van, The",2015,3,0.0,3722070,2016
"Ladykillers, The",1955,3,1.0,48281,2010
"Lake House, The",2006,3,1.0,410297,2013
"Land Before Time VIII: The Big Freeze, The",2001,3,0.0,301526,2020
"Land Before Time, The",1988,3,0.0,95489,2011
"Langoliers, The",1995,3,0.0,112040,2013
"Last Airbender, The",2010,1,0.0,938283,2010
"Last Alarm, The",1940,3,1.0,32690,2014
"Last American Virgin, The",1982,3,0.0,84234,2015
"Last Boy Scout, The",1991,3,1.0,102266,2013
"Last Days of Disco, The",1998,3,0.0,120728,2013
"Last Dragon, The",1985,3,1.0,89461,2020
"Last Duel, The",2021,3,1.0,4244994,2021
"Last Emperor, The",1987,3,0.0,93389,2012
"Last Exorcism Part II, The",2013,3,0.0,2034139,2013
"Last Exorcism, The",2010,3,0.0,1320244,2010
"Last Five Years, The",2014,1,0.0,2474024,2015
"Last Flight, The",1931,0,0.0,22054,2011
"Last Full Measure, The",2019,1,0.0,783640,2020
"Last House on the Left, The",1972,3,0.0,68833,2016
"Last House on the Left, The",2009,3,0.0,844708,2014
"Last Keepers, The",2013,3,0.0,1716767,2013
"Last Man on Earth, The",1964,1,0.0,58700,2013
"Last Mimzy, The",2007,3,0.0,768212,2017
"Last Picture Show, The",1971,2,0.0,67328,2011
"Last Samurai, The",2003,0,0.0,325710,2010
"Last Seduction, The",1994,1,0.0,110308,2012
"Last Sharknado: It&#39;s About Time, The",2018,3,0.0,8031422,2020
"Last Song, The",2010,3,0.0,1294226,2014
"Last Stand, The",2013,1,0.0,1549920,2014
"Last Starfighter, The",1984,3,0.0,87597,2013
"Last Station, The",2009,3,0.0,824758,2010
"Last Temptation of Christ, The",1988,2,0.0,95497,2014
"Last Unicorn, The",1982,3,0.0,84237,2010
"Last Waltz, The",1978,1,0.0,77838,2022
"Last Witch Hunter, The",2015,3,1.0,1618442,2016
"Last Word, The",2017,3,0.0,5023260,2017
"Last of Robin Hood, The",2013,3,0.0,2450440,2016
"Last of the Mohicans, The",1992,2,0.0,104691,2016
"Last: Naruto the Movie, The",2014,2,1.0,3717532,2018
"Laundromat, The",2019,3,0.0,5865326,2019
"Lawnmower Man, The",1992,1,0.0,104692,2014
"Lazarus Effect, The",2015,3,0.0,2918436,2015
"League of Extraordinary Gentlemen, The",2003,0,0.0,311429,2011
"Lears, The",2017,3,0.0,5651952,2020
"Legally Blonde 2: Red, White &amp; Blonde",2003,3,0.0,333780,2010
"Legend of 5 Mile Cave, The",2019,1,0.0,9021234,2023
"Legend of Billie Jean, The",1985,3,0.0,89470,2014
"Legend of Drunken Master, The",1994,3,0.0,111512,2017
"Legend of Hei (Luo Xiao Hei zhan ji), The",2019,0,0.0,10734928,2020
"Legend of Hell House, The",1973,3,0.0,70294,2013
"Legend of Hercules, The",2014,2,0.0,1043726,2014
"Legend of Maula Jatt, The",2022,3,0.0,4139928,2022
"Legend of Suriyothai, The",2001,3,0.0,290879,2011
